epoch,emd_null_median,emd_gen_median,ratio_median,ratio_mean,frac_gen_below_null,n_batches,subset
18899,0.00016283928741100961,0.00015672952834788756,0.9624798219136093,1.09566636986002,0.46,100,10000
25699,0.00016283928741100961,0.0001655583998995125,1.0166981355159077,1.147282735519468,0.44,100,10000
31499,0.00016283928741100961,0.00017091294746840457,1.0495805415619197,1.1433489086372042,0.46,100,10000
26199,0.00016283928741100961,0.00016163911328082037,0.9926297016569473,1.1679627610598504,0.45,100,10000
15399,0.00016283928741100961,0.00017233978070874123,1.0583427589789938,1.1001442871396787,0.45,100,10000
29199,0.00016283928741100961,0.00017340162053225416,1.0648635430010511,1.1804690673275835,0.47,100,10000
24099,0.00016283928741100961,0.0002026300823438909,1.2443562334711558,1.2795923121319908,0.4,100,10000
52099,0.00016283928741100961,0.0002262985363066239,1.38970478134949,1.4977124919438265,0.38,100,10000
