epoch,z_bias,z_std_ratio,ks,cond_chi2,panel_median,panel_frac_gt_0.1,panel_null_median,panel_null_frac_gt_0.1,gen_z_le_0,gen_z_ge_1,gen_z_gt_0.99,gen_z_gt_0.999,gen_z_max,g4_z_le_0,g4_z_ge_1,g4_z_gt_0.99,g4_z_gt_0.999,g4_z_max,phys_reg,n_rows
1899,0.000331193208694458,1.0008807182312012,0.006754499999999997,2.1313140890261115,0.08080808080808072,0.41391106043329534,0.0760181618051734,0.403363740022805,0.0057515,0.0,0.00093,9.45e-05,0.9999953508377075,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.011566180735826492,2000000
1999,-0.00040255486965179443,0.9997694492340088,0.006259,1.8268706364606977,0.08108108108108104,0.4107753705815279,0.0760181618051734,0.403363740022805,0.006259,0.0,0.000886,9.65e-05,0.9999934434890747,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.010914960876107216,2000000
2099,0.00026220083236694336,1.0005601644515991,0.00705,1.9618212574539913,0.08292955230545937,0.4227480045610034,0.0760181618051734,0.403363740022805,0.00705,0.0,0.0007735,8.4e-05,0.9999983310699463,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.011080782860517502,2000000
2199,1.2308359146118164e-05,0.9962610602378845,0.006688,1.838915576526071,0.08163265306122447,0.4184720638540479,0.0760181618051734,0.403363740022805,0.006688,0.0,0.00033,2e-05,0.9999682903289795,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.010774525813758373,2000000
2299,0.0003743171691894531,0.9990007281303406,0.0059225,3.195525412558449,0.0819299213890422,0.427594070695553,0.0760181618051734,0.403363740022805,0.0059225,0.0,0.0014005,0.0001555,0.9999939203262329,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.01145626325160265,2000000
2399,-0.0001411139965057373,0.9987680315971375,0.005702,1.3480028429715407,0.07692307692307689,0.40022805017103763,0.0760181618051734,0.403363740022805,0.005702,0.0,0.0007505,8.3e-05,0.9999949932098389,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009553171694278717,2000000
2499,0.0009308755397796631,1.0162769556045532,0.007489,3.9275883108603478,0.07991880920162371,0.4047890535917902,0.0760181618051734,0.403363740022805,0.007489,0.0,0.001756,0.0001825,0.9999990463256836,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.011078767478466034,2000000
2599,0.0004269033670425415,0.9976758360862732,0.007209,2.3522582179022997,0.08064516129032254,0.42132269099201825,0.0760181618051734,0.403363740022805,0.004912,0.0,0.0007765,8.45e-05,0.9999899864196777,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.010641776025295258,2000000
2699,0.0007909238338470459,1.0013917684555054,0.005279,1.6168949120854286,0.076923076923077,0.40592930444697833,0.0760181618051734,0.403363740022805,0.0052785,0.0,0.0012395,0.000127,0.9999948740005493,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009701861068606377,2000000
2799,0.0006325393915176392,1.0026326179504395,0.0065015,2.688681786872943,0.0832251082251082,0.42331812998859747,0.0760181618051734,0.403363740022805,0.005751,0.0,0.001388,0.000154,0.9999984502792358,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.011600501835346222,2000000
2899,0.00024844706058502197,0.9996082186698914,0.0055625,1.8545911380111486,0.07993610223642161,0.41391106043329534,0.0760181618051734,0.403363740022805,0.0055625,0.0,0.000446,3.9e-05,0.9999878406524658,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.011312184855341911,2000000
2999,-0.0001157224178314209,0.9990351796150208,0.0050115,1.4097888340272848,0.07621840525066324,0.39851767388825543,0.0760181618051734,0.403363740022805,0.0050115,0.0,0.000745,7.8e-05,0.9999940395355225,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009421352297067642,2000000
3099,0.0006329715251922607,1.0017541646957397,0.0046705,1.9236703761564693,0.07462686567164181,0.395096921322691,0.0760181618051734,0.403363740022805,0.00467,0.0,0.000234,2e-06,0.9997802972793579,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009422967210412025,2000000
3199,-0.0002831965684890747,0.9958871006965637,0.005680499999999998,1.664261318300143,0.0808376898182723,0.41391106043329534,0.0760181618051734,0.403363740022805,0.004856,0.0,0.000719,8.25e-05,0.9999912977218628,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.011217478662729263,2000000
3299,0.0005668550729751587,1.0024017095565796,0.004191500000000001,1.6423405348560876,0.07703720611732481,0.4047890535917902,0.0760181618051734,0.403363740022805,0.0041445,0.0,0.0009225,9.35e-05,0.9999922513961792,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.010078712366521358,2000000
3399,0.0001971125602722168,0.9981623291969299,0.005035999999999999,1.6633330067472936,0.07692307692307687,0.39680729760547323,0.0760181618051734,0.403363740022805,0.0041375,0.0,0.0011975,0.0001245,0.9999954700469971,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009838726371526718,2000000
3499,0.00021819770336151123,1.0004112720489502,0.0043145,1.804029859466752,0.07707942464040037,0.4013683010262258,0.0760181618051734,0.403363740022805,0.0043145,0.0,0.001031,9.9e-05,0.9999983310699463,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009595263749361038,2000000
3599,0.0005110055208206177,1.0006519556045532,0.004652,1.8961027315398629,0.079455266955267,0.4064994298745724,0.0760181618051734,0.403363740022805,0.004652,0.0,0.001283,0.0001305,0.9999990463256836,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009756783954799175,2000000
3699,0.00021801888942718506,0.9990590214729309,0.0042965,1.428833148810453,0.07913884411696986,0.4104903078677309,0.0760181618051734,0.403363740022805,0.0042965,0.0,0.000979,9.55e-05,0.999998927116394,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009272291325032711,2000000
3799,0.00026023387908935547,1.0024313926696777,0.0053185,1.284762880474501,0.07692307692307698,0.39880273660205245,0.0760181618051734,0.403363740022805,0.0053185,0.0,0.000902,0.0001075,0.9999947547912598,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009128008037805557,2000000
3899,0.0005565732717514038,0.9999321103096008,0.004127000000000002,1.5541403651134809,0.07692307692307698,0.40279361459521096,0.0760181618051734,0.403363740022805,0.00395,0.0,0.0009495,9.9e-05,0.9999982118606567,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009577734395861626,2000000
3999,0.0003728717565536499,1.0003938674926758,0.004644,1.6663210092577945,0.07681770284510002,0.4007981755986317,0.0760181618051734,0.403363740022805,0.004644,0.0,0.0010915,0.0001175,0.9999998807907104,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.010110844857990742,2000000
4099,0.00017404556274414062,1.0016319751739502,0.004087,1.3509562800226251,0.07798353909465025,0.4053591790193843,0.0760181618051734,0.403363740022805,0.004087,0.0,0.00098,0.0001115,0.9999964237213135,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.00903036817908287,2000000
4199,2.810359001159668e-05,0.9980000853538513,0.0049,1.5088456563245949,0.0799999999999999,0.41391106043329534,0.0760181618051734,0.403363740022805,0.0049,0.0,0.0008255,8.95e-05,0.999993085861206,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.010318197309970856,2000000
4299,0.0002790689468383789,1.0024712085723877,0.005072500000000001,1.3814227341640624,0.077558926233086,0.3990877993158495,0.0760181618051734,0.403363740022805,0.0050725,0.0,0.0008815,8.65e-05,0.9999964237213135,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.00917003396898508,2000000
4399,-3.293156623840332e-05,0.9977207779884338,0.0044015,1.4830647715286223,0.07792207792207788,0.4087799315849487,0.0760181618051734,0.403363740022805,0.004401,0.0,0.0007795,6.75e-05,0.9999986886978149,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009803623892366886,2000000
4499,0.000665023922920227,1.0005054473876953,0.004906000000000001,1.5974161302866785,0.07904202953426738,0.41590649942987457,0.0760181618051734,0.403363740022805,0.004906,0.0,0.0011855,0.00013,0.9999933838844299,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.010184094309806824,2000000
4599,-0.00014294683933258057,1.0012203454971313,0.0052725,1.302546221906812,0.07692307692307689,0.4050741163055872,0.0760181618051734,0.403363740022805,0.0052725,0.0,0.001057,0.0001195,0.9999978542327881,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009195069782435894,2000000
4699,0.0012564659118652344,1.0032620429992676,0.00434,1.3596691698504424,0.0799999999999999,0.40820980615735464,0.0760181618051734,0.403363740022805,0.0043395,0.0,0.000928,9.85e-05,0.9999963045120239,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009408649057149887,2000000
4799,0.0007466375827789307,1.0031647682189941,0.0047235,1.3664388937274141,0.07865168539325837,0.4090649942987457,0.0760181618051734,0.403363740022805,0.0047235,0.0,0.0011935,0.000125,0.9999973773956299,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009443756192922592,2000000
4899,0.0004816800355911255,1.002038598060608,0.004158000000000002,1.2968738000084583,0.07692307692307696,0.40678449258836946,0.0760181618051734,0.403363740022805,0.003789,0.0,0.000904,8.85e-05,0.999993085861206,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009182475507259369,2000000
4999,-4.373490810394287e-05,0.9979569911956787,0.0041025,1.3240295587256752,0.0799999999999999,0.41391106043329534,0.0760181618051734,0.403363740022805,0.0041025,0.0,0.00082,8.55e-05,0.9999895095825195,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009870274923741817,2000000
5099,-2.518296241760254e-06,0.9975433945655823,0.004479,1.332510611086901,0.07827818627450978,0.40992018244013684,0.0760181618051734,0.403363740022805,0.0040055,0.0,0.000973,0.0001035,0.999992847442627,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009372880682349205,2000000
5199,0.00032244622707366943,1.0028939247131348,0.0053545,1.2582784945957963,0.07958018595174063,0.403363740022805,0.0760181618051734,0.403363740022805,0.0053545,0.0,0.000791,8e-05,0.9999970197677612,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009282988496124744,2000000
5299,0.00033593177795410156,0.999395489692688,0.004037,1.3785850519899818,0.07939608134920637,0.4070695553021665,0.0760181618051734,0.403363740022805,0.004037,0.0,0.0007535,7.4e-05,0.9999954700469971,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009467599913477898,2000000
5399,6.969273090362549e-05,0.9996181726455688,0.004388,1.3210028626416077,0.08020878290893396,0.41248574686431017,0.0760181618051734,0.403363740022805,0.004388,0.0,0.001111,0.0001155,0.9999995827674866,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009696324355900288,2000000
5499,0.00016683340072631836,1.002988576889038,0.005411,1.2278131299063464,0.07962400387443318,0.4150513112884835,0.0760181618051734,0.403363740022805,0.005411,0.0,0.0009585,0.000105,0.9999951124191284,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.00900491513311863,2000000
5599,5.239248275756836e-05,0.9997422099113464,0.005144,1.4086405169025724,0.07936507936507936,0.4170467502850627,0.0760181618051734,0.403363740022805,0.005144,0.0,0.0008795,9.8e-05,0.9999854564666748,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009116570465266705,2000000
5699,-7.610023021697998e-05,0.9985954761505127,0.004481,1.4872051522721785,0.07740729034976818,0.40364880273660203,0.0760181618051734,0.403363740022805,0.004481,0.0,0.0010575,0.0001075,0.9999958276748657,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009259483776986599,2000000
5799,-0.0002543926239013672,0.9988946318626404,0.0042795,1.4548372006966201,0.07834612105711852,0.41334093500570124,0.0760181618051734,0.403363740022805,0.0042785,0.0,0.001095,0.0001105,0.9999994039535522,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009528560563921928,2000000
5899,0.00039449334144592285,0.9990615844726562,0.0044405,1.4417550207809906,0.07969023729893293,0.41818700114025087,0.0760181618051734,0.403363740022805,0.0037935,0.0,0.0011135,0.0001085,0.9999926090240479,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.00956947822123766,2000000
5999,0.0002830624580383301,1.0038211345672607,0.0048685,1.6530544909931701,0.07861155698234354,0.4087799315849487,0.0760181618051734,0.403363740022805,0.0048685,0.0,0.001286,0.0001415,0.9999991655349731,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.00951096136122942,2000000
6099,-0.00010287761688232422,1.0003772974014282,0.0052915,1.3984078189973732,0.07692307692307687,0.40250855188141393,0.0760181618051734,0.403363740022805,0.0052915,0.0,0.000968,0.0001075,0.9999957084655762,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009325025603175163,2000000
6199,0.00032639503479003906,0.9995789527893066,0.005322499999999997,1.619303094467253,0.07999999999999993,0.4153363740022805,0.0760181618051734,0.403363740022805,0.003549,0.0,0.0010295,0.000101,0.9999992847442627,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009688393212854862,2000000
6299,0.0005595535039901733,1.000380277633667,0.005136999999999999,1.5026862701731765,0.08040360927028342,0.4122006841505131,0.0760181618051734,0.403363740022805,0.0035575,0.0,0.00101,0.000105,0.9999933242797852,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009940816089510918,2000000
6399,-1.2949109077453613e-05,1.0020161867141724,0.0051345,1.3694793378475167,0.08202838267678007,0.4261687571265678,0.0760181618051734,0.403363740022805,0.0051345,0.0,0.000975,9.3e-05,0.9999992251396179,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009295420721173286,2000000
6499,0.00024509429931640625,1.00139582157135,0.0040705,1.3296683085961205,0.07894736842105271,0.41020524515393386,0.0760181618051734,0.403363740022805,0.0040705,0.0,0.000914,8.8e-05,0.9999994039535522,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009448663331568241,2000000
6599,-2.8699636459350586e-05,0.9996816515922546,0.004407500000000002,1.4127072841118309,0.07869592143678666,0.41163055872291904,0.0760181618051734,0.403363740022805,0.003657,0.0,0.0009915,0.000102,0.9999915361404419,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.010241587646305561,2000000
6699,0.0004906952381134033,1.0021928548812866,0.004303,1.3307956113206454,0.07692307692307689,0.4136259977194983,0.0760181618051734,0.403363740022805,0.0043025,0.0,0.0010305,0.0001105,0.9999991655349731,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.00894043780863285,2000000
6799,-0.00035487115383148193,1.0003806352615356,0.00452,1.3117738593418216,0.07755279337075643,0.411060433295325,0.0760181618051734,0.403363740022805,0.00452,0.0,0.000973,9.25e-05,0.999996542930603,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009240628220140934,2000000
6899,0.00029921531677246094,1.0001702308654785,0.004583,1.3960689446407415,0.07692307692307691,0.4016533637400228,0.0760181618051734,0.403363740022805,0.004583,0.0,0.0010305,0.000117,0.9999997615814209,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.00911878515034914,2000000
6999,0.0006352365016937256,1.0009536743164062,0.0042475,1.953013612740795,0.0792865000785793,0.41248574686431017,0.0760181618051734,0.403363740022805,0.0042475,0.0,0.001227,0.0001195,0.9999840259552002,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009507477283477783,2000000
7099,-9.396672248840332e-05,0.9997562766075134,0.0042215,1.3360811375636594,0.07983361321738805,0.4147662485746864,0.0760181618051734,0.403363740022805,0.0042205,0.0,0.0010905,0.00013,0.999998927116394,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.00949855800718069,2000000
7199,-0.00018846988677978516,0.9989830255508423,0.0042169999999999985,1.4146669488512098,0.07407407407407407,0.3922462941847206,0.0760181618051734,0.403363740022805,0.0033845,0.0,0.0010345,0.0001175,0.9999997019767761,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009279991500079632,2000000
7299,0.0011194497346878052,1.0016732215881348,0.0044745,1.7979769275239463,0.08040233274982873,0.4104903078677309,0.0760181618051734,0.403363740022805,0.0044745,0.0,0.001287,0.0001305,0.9999961853027344,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009498401544988155,2000000
7399,0.0003438591957092285,1.0008058547973633,0.005083000000000001,1.63619245128985,0.07782811680859204,0.40450399087799316,0.0760181618051734,0.403363740022805,0.005083,0.0,0.001244,0.0001305,0.999997615814209,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009300030767917633,2000000
7499,0.000885888934135437,1.0009907484054565,0.005108,1.6253788916608463,0.08155706727135292,0.4227480045610034,0.0760181618051734,0.403363740022805,0.005108,0.0,0.001159,0.0001145,0.9999948740005493,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009104820899665356,2000000
7599,0.0004280656576156616,1.0013904571533203,0.0038975,1.210441264307147,0.076923076923077,0.4053591790193843,0.0760181618051734,0.403363740022805,0.0038965,0.0,0.0011255,0.000119,0.999998927116394,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.008948060683906078,2000000
7699,0.0004397779703140259,1.0034511089324951,0.0041995,1.1532396003227807,0.07722310067013026,0.403078677309008,0.0760181618051734,0.403363740022805,0.0041995,0.0,0.000911,0.0001045,0.9999979734420776,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.008940011262893677,2000000
7799,0.0003869980573654175,1.0010310411453247,0.00487,1.437425250499762,0.07822508498837002,0.411060433295325,0.0760181618051734,0.403363740022805,0.00487,0.0,0.0012165,0.0001175,0.999996542930603,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009354019537568092,2000000
7899,0.00020895898342132568,0.9997965693473816,0.005216,1.4923523897773532,0.08064516129032256,0.41733181299885974,0.0760181618051734,0.403363740022805,0.0052155,0.0,0.00112,0.0001125,0.9999998807907104,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009205473586916924,2000000
7999,2.41696834564209e-05,1.0009089708328247,0.004582,1.575925877828495,0.0760181618051734,0.40051311288483465,0.0760181618051734,0.403363740022805,0.004582,0.0,0.0012345,0.0001415,0.9999933242797852,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009576783515512943,2000000
8099,0.0006694197654724121,1.0023953914642334,0.004492,1.399786564852891,0.07633827594873085,0.40450399087799316,0.0760181618051734,0.403363740022805,0.0044915,0.0,0.000296,0.0,0.9989700317382812,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009669896215200424,2000000
8199,0.00011396408081054688,1.0007429122924805,0.004078,1.3086281048649435,0.07692307692307682,0.403078677309008,0.0760181618051734,0.403363740022805,0.004078,0.0,0.000711,9.05e-05,0.9999948740005493,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009236444719135761,2000000
8299,-6.978213787078857e-05,1.000675082206726,0.0050245,1.2972638619456345,0.07592111211573237,0.41163055872291904,0.0760181618051734,0.403363740022805,0.0050245,0.0,0.0010045,0.0001085,0.9999960660934448,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.00920140091329813,2000000
8399,-0.00021693110466003418,0.9985507130622864,0.003878,1.305803865741519,0.07713312234163511,0.403078677309008,0.0760181618051734,0.403363740022805,0.003878,0.0,0.000438,2.75e-05,0.9999994039535522,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009095794521272182,2000000
8499,0.00020451843738555908,1.0018178224563599,0.0048625000000000005,1.3198186300210042,0.07754756871035937,0.40364880273660203,0.0760181618051734,0.403363740022805,0.0048625,0.0,0.000453,3.1e-05,0.999990701675415,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009032800793647766,2000000
8599,-0.00018039345741271973,1.0011073350906372,0.0042455,1.2494586376882582,0.07510162601626025,0.4070695553021665,0.0760181618051734,0.403363740022805,0.0042455,0.0,0.000552,5.05e-05,0.9999897480010986,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.008870627731084824,2000000
8699,-0.0006567537784576416,0.999420166015625,0.0046305,1.233350962161635,0.07734593837535013,0.4039338654503991,0.0760181618051734,0.403363740022805,0.00463,0.0,0.000556,5.4e-05,0.9999943971633911,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.008941364474594593,2000000
8799,0.000510677695274353,1.0014734268188477,0.0040945,1.136549200189282,0.07710613360560707,0.4064994298745724,0.0760181618051734,0.403363740022805,0.0040945,0.0,0.000693,7.2e-05,0.9999990463256836,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.00897239986807108,2000000
8899,0.00012959539890289307,0.9999021887779236,0.0043025,1.2725902850873934,0.07766999329708797,0.40108323831242876,0.0760181618051734,0.403363740022805,0.004302,0.0,0.000412,2.6e-05,0.999992847442627,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009262082166969776,2000000
8999,0.00020109117031097412,1.0004281997680664,0.0046385,1.3648027607858337,0.07762805490458657,0.4127708095781072,0.0760181618051734,0.403363740022805,0.0046385,0.0,0.000356,1.8e-05,0.9999682903289795,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009191805496811867,2000000
9099,9.393692016601562e-05,1.0000252723693848,0.0040165,1.3568570908829571,0.07692307692307683,0.40763968072976053,0.0760181618051734,0.403363740022805,0.004016,0.0,0.000433,3.05e-05,0.9999946355819702,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009072981774806976,2000000
9199,0.00024612247943878174,1.0010581016540527,0.0046005,1.0933942044870084,0.07819409313413292,0.40222348916761685,0.0760181618051734,0.403363740022805,0.0046005,0.0,0.0007425,7.95e-05,0.9999911189079285,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.009002400562167168,2000000
9299,2.8580427169799805e-05,0.9990691542625427,0.0040095,1.1717242164426045,0.07863114434196747,0.40792474344355756,0.0760181618051734,0.403363740022805,0.004009,0.0,0.0010025,0.000113,0.9999959468841553,0.0,5e-07,0.0007675,6.95e-05,1.0000180006027222,0.00916073564440012,2000000
