epoch,z_bias,z_std_ratio,ks,gen_z_le_0,gen_z_ge_1,gen_z_gt_0.99,gen_z_gt_0.999,gen_z_max,g4_z_le_0,g4_z_ge_1,g4_z_gt_0.99,g4_z_gt_0.999,g4_z_max,phys_reg,n_rows
4299,0.00033061206340789795,1.0036624670028687,0.005123,0.005123,0.0,0.000909,8.7e-05,0.9999964237213135,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
4399,1.9475817680358887e-05,0.9989383816719055,0.004429,0.004429,0.0,0.000791,7e-05,0.9999986886978149,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
4499,0.0007169991731643677,1.0017197132110596,0.004995,0.004995,0.0,0.001219,0.000132,0.9999800324440002,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
4599,-8.447468280792236e-05,1.0024362802505493,0.005349,0.005349,0.0,0.001078,0.000107,0.9999964237213135,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
4699,0.0013043731451034546,1.004452109336853,0.004401,0.0044,0.0,0.000948,9.2e-05,0.9999963045120239,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
4799,0.0007944554090499878,1.0043152570724487,0.004775,0.004775,0.0,0.001203,0.000127,0.9999938011169434,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
4899,0.0005349814891815186,1.003219723701477,0.004244999999999999,0.003841,0.0,0.000925,9.3e-05,0.999993085861206,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
4999,8.374452590942383e-06,0.9991183280944824,0.004136,0.004136,0.0,0.000835,8.2e-05,0.9999805092811584,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
5099,4.616379737854004e-05,0.9986554384231567,0.00442,0.004043,0.0,0.000992,0.000102,0.9999915361404419,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
5199,0.0003773123025894165,1.0040278434753418,0.005474,0.005474,0.0,0.000801,7.7e-05,0.9999953508377075,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
5299,0.0003859400749206543,1.0005065202713013,0.004093,0.004093,0.0,0.00077,7.2e-05,0.9999954700469971,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
5399,0.00011558830738067627,1.0007020235061646,0.004445,0.004445,0.0,0.001132,0.000123,0.9999974370002747,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
5499,0.00022192299365997314,1.0041136741638184,0.005478,0.005478,0.0,0.000984,0.000101,0.9999951124191284,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
5599,0.00011502206325531006,1.0009336471557617,0.005213,0.005213,0.0,0.000897,9.1e-05,0.9999665021896362,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
5699,-1.0222196578979492e-05,0.9997916221618652,0.00452,0.00452,0.0,0.001068,0.000116,0.9999958276748657,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
5799,-0.0001951456069946289,1.0000455379486084,0.004313,0.004312,0.0,0.001118,0.000102,0.9999724626541138,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
5899,0.0004499852657318115,1.0001459121704102,0.0043900000000000015,0.003859,0.0,0.001141,0.000111,0.9999831914901733,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
5999,0.0003427565097808838,1.004840612411499,0.004945,0.004945,0.0,0.001316,0.000137,0.9999991655349731,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
6099,-3.6329030990600586e-05,1.0015698671340942,0.005374,0.005374,0.0,0.000983,0.000109,0.9999890327453613,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
6199,0.0003872513771057129,1.0007448196411133,0.0053360000000000005,0.003592,0.0,0.001053,0.000102,0.9999880790710449,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
6299,0.0006177723407745361,1.001491904258728,0.005091999999999999,0.003613,0.0,0.001022,0.000104,0.9999933242797852,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
6399,4.677474498748779e-05,1.003127932548523,0.005188,0.005188,0.0,0.000994,8.6e-05,0.9999985098838806,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
6499,0.00030538439750671387,1.0025129318237305,0.00412,0.00412,0.0,0.000916,9.5e-05,0.9999892711639404,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
6599,3.536045551300049e-05,1.0007619857788086,0.004458999999999998,0.003684,0.0,0.000998,0.000105,0.999969482421875,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
6699,0.0005541741847991943,1.0032768249511719,0.004334,0.004333,0.0,0.00104,0.000114,0.9999983310699463,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
6799,-0.00029018521308898926,1.0015254020690918,0.004563,0.004563,0.0,0.000974,9.5e-05,0.9999748468399048,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
6899,0.00036625564098358154,1.00130033493042,0.004618,0.004618,0.0,0.001043,0.000112,0.9999997615814209,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
6999,0.0006955862045288086,1.0021404027938843,0.004313,0.004313,0.0,0.001242,0.000117,0.9999774694442749,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
7099,-3.679096698760986e-05,1.0008670091629028,0.004276,0.004276,0.0,0.001106,0.000121,0.9999927878379822,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
7199,-0.00013139843940734863,1.0000672340393066,0.004232,0.003395,0.0,0.001052,0.000111,0.9999935626983643,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
7299,0.0011819303035736084,1.0028235912322998,0.004524,0.004524,0.0,0.001311,0.000136,0.9999876022338867,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
7399,0.00040730834007263184,1.0019747018814087,0.005128,0.005128,0.0,0.001255,0.000121,0.999997615814209,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
7499,0.000946044921875,1.0022058486938477,0.005181,0.005181,0.0,0.001159,0.000127,0.9999948740005493,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
7599,0.00048695504665374756,1.0025326013565063,0.003973,0.003971,0.0,0.001145,0.000118,0.999998927116394,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
7699,0.0005010068416595459,1.0045186281204224,0.004252,0.004252,0.0,0.000942,0.000113,0.9999979734420776,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
7799,0.00045590102672576904,1.0022399425506592,0.004965,0.004965,0.0,0.001248,0.00012,0.999996542930603,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
7899,0.0002716630697250366,1.0010038614273071,0.005322,0.005322,0.0,0.001144,0.000123,0.9999998807907104,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
7999,7.958710193634033e-05,1.001970887184143,0.004618,0.004618,0.0,0.001275,0.000141,0.9999933242797852,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
8099,0.0007316470146179199,1.003452181816101,0.004508,0.004507,0.0,0.000301,0.0,0.9989700317382812,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
8199,0.00017978250980377197,1.0018401145935059,0.004135,0.004135,0.0,0.000728,8.6e-05,0.999981164932251,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
8299,-1.9073486328125e-06,1.0018045902252197,0.005097,0.005097,0.0,0.001029,0.000113,0.9999954700469971,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
8399,-0.00015547871589660645,0.9996739625930786,0.003913,0.003913,0.0,0.00046,2.8e-05,0.9999994039535522,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
8499,0.00026729702949523926,1.0029289722442627,0.004942,0.004942,0.0,0.000468,3e-05,0.999990701675415,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
8599,-0.00011657178401947021,1.002215027809143,0.004323,0.004323,0.0,0.000575,5.9e-05,0.9999897480010986,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
8699,-0.0005930066108703613,1.0005356073379517,0.004713,0.004713,0.0,0.000584,6.1e-05,0.9999815225601196,0.0,0.0,0.000737,6.1e-05,0.999998152256012,nan,1000000
